# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 20 15:34:28 2018
#
# CONSTRAINT:  where (pl_pnum > 1
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_angsep:      Calculated Angular Separation [mas]
# COLUMN pl_angseperr1:  Calculated Angular Separation Upper Unc. [mas]
# COLUMN pl_angseperr2:  Calculated Angular Separation Lower Unc. [mas]
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orbtpererr1: Time of Periastron Upper Unc. [days]
# COLUMN pl_orbtpererr2: Time of Periastron Lower Unc. [days]
# COLUMN pl_orbtperlim:  Time of Periastron Limit Flag
# COLUMN pl_orblper:     Long. of Periastron [deg]
# COLUMN pl_orblpererr1: Long. of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Long. of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Long. of Periastron Limit Flag
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_facility,st_dens,st_denserr1,st_denserr2,st_denslim
33,61 Vir,c,61 Vir c,Radial Velocity,3,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,0.140000,0.060000,-0.060000,0,,,,,0.05700,0.00300,-0.00300,0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,4.740,,0,V (Johnson),4.477,,0,5577.00,33.00,-33.00,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,2014-05-14,2.56000e+01,5.000000e-02,-5.000000e-02,,,,,341.0000,38.0000,-38.0000,0,3.620,0.230,-0.230,0,,,,,0.05700,0.00300,-0.00300,0,,,,,,Multiple Observatories,,,,
34,61 Vir,d,61 Vir d,Radial Velocity,3,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,0.350000,0.090000,-0.090000,0,,,,,0.07200,0.00800,-0.00800,0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,4.740,,0,V (Johnson),4.477,,0,5577.00,33.00,-33.00,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,2014-05-14,5.60000e+01,1.600000e-01,-1.600000e-01,,,,,314.0000,20.0000,-20.0000,0,3.250,0.390,-0.390,0,,,,,0.07200,0.00800,-0.00800,0,,,,,,Multiple Observatories,,,,
46,BD+20 2457,b,BD+20 2457 b,Radial Velocity,2,379.63000000,2.00000000,-2.00000000,0,1.050000,0.070000,-0.070000,0,0.150000,0.030000,-0.030000,0,,,,0,55.59000,78.55000,-78.55000,0,Msini,,,,0,,,,0,0,0,0,0,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,200.00,,-168.25,0,9.750,,0,V (Johnson),9.227,,0,4259.00,64.00,-64.00,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,2018-09-06,5.25000e+00,3.500000e-01,-3.500000e-01,,,,0,,,,0,322.400,9.600,-9.600,0,,,,,55.59000,78.55000,-78.55000,0,,,,0,,McDonald Observatory,,,,0
47,BD+20 2457,c,BD+20 2457 c,Radial Velocity,2,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,0.180000,0.060000,-0.060000,0,,,,,12.47000,,,0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,200.00,,-168.25,0,9.750,,0,V (Johnson),9.227,,0,4259.00,64.00,-64.00,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,2014-05-14,1.01000e+01,,,2453866.950000,27.990000,-27.990000,0,126.0200,16.5400,-16.5400,0,160.030,7.210,-7.210,0,,,,,12.47000,,,0,,,,,,McDonald Observatory,,,,0
53,BD-06 1339,b,BD-06 1339 b,Radial Velocity,2,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,0.000000,,,0,,,,,0.02700,0.00400,-0.00400,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,9.700,0.009,0,V (Johnson),9.107,,0,4324.00,100.00,-100.00,0,0.70,,,0,,,,,2014-05-14,2.11000e+00,3.500000e-02,-3.500000e-02,2455220.500000,0.100000,-0.100000,0,0.0000,,,0,4.400,0.600,-0.600,0,,,,,0.02700,0.00400,-0.00400,0,,,,,,La Silla Observatory,,,,
54,BD-06 1339,c,BD-06 1339 c,Radial Velocity,2,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,0.310000,0.110000,-0.110000,0,,,,,0.17000,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,9.700,0.009,0,V (Johnson),9.107,,0,4324.00,100.00,-100.00,0,0.70,,,0,,,,,2014-05-14,2.14000e+01,3.500000e-01,-3.500000e-01,2455265.200000,17.600000,-17.600000,0,41.0000,55.0000,-55.0000,0,9.100,2.900,-2.900,0,,,,,0.17000,0.03000,-0.03000,0,,,,,,La Silla Observatory,,,,
55,BD-08 2823,b,BD-08 2823 b,Radial Velocity,2,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,0.150000,0.150000,-0.150000,0,,,,0,0.04000,0.01000,-0.01000,0,Msini,,,,0,,,,0,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,41.38,0.07,-0.07,0,9.880,0.043,0,V (Johnson),9.503,,0,4816.00,114.00,-114.00,0,0.50,0.26,-0.26,0,0.71,0.04,-0.04,0,2018-09-06,1.45000e+00,2.000000e-03,-2.000000e-03,,,,0,,,,0,6.500,0.100,-0.100,0,,,,,0.04000,0.01000,-0.01000,0,,,,0,,La Silla Observatory,,,,0
56,BD-08 2823,c,BD-08 2823 c,Radial Velocity,2,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,0.190000,0.090000,-0.090000,0,,,,,0.33000,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,41.38,0.07,-0.07,0,9.880,0.043,0,V (Johnson),9.503,,0,4816.00,114.00,-114.00,0,0.50,0.26,-0.26,0,0.71,0.04,-0.04,0,2014-05-14,1.64000e+01,4.800000e-01,-4.800000e-01,2454193.000000,13.000000,-13.000000,0,-233.0000,21.0000,-21.0000,0,13.400,1.000,-1.000,0,,,,,0.33000,0.03000,-0.03000,0,,,,,,La Silla Observatory,,,,0
75,CoRoT-20,b,CoRoT-20 b,Transit,2,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,0.590000,0.020000,-0.020000,0,88.210,0.530,-0.530,0,4.30000,0.20000,-0.20000,0,Mass,,,,0,,,,0,0,0,0,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,14.660,,0,V (Johnson),14.469,,0,,,,0,1.14,0.08,-0.08,0,,,,0,2018-07-19,1.04000e-01,3.700000e-03,-3.700000e-03,,,,0,60.1000,2.5000,-2.3000,0,467.000,14.000,-13.000,0,4.30000,0.20000,-0.20000,0,,,,0,2455266.000100,0.001400,-0.001400,0,BJD,CoRoT,,,,0
76,CoRoT-20,c,CoRoT-20 c,Radial Velocity,2,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,0.600000,0.030000,-0.030000,0,,,,0,17.00000,1.00000,-1.00000,0,Msini,,,,0,,,,0,0,0,0,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,14.660,,0,V (Johnson),14.469,,0,,,,0,1.14,0.08,-0.08,0,,,,0,2018-07-19,3.35000e+00,1.250000e-01,-1.250000e-01,2454136.000000,31.000000,-35.000000,0,65.0000,5.5000,-5.7000,0,326.000,19.000,-18.000,0,,,,0,17.00000,1.00000,-1.00000,0,,,,0,BJD,Multiple Observatories,,,,0
79,CoRoT-24,b,CoRoT-24 b,Transit,2,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,0.000000,,,0,86.500,2.000,-2.000,0,0.01800,,,1,Mass,0.330,0.040,-0.040,0,0.90000,,,1,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,70.00,-70.00,0,,,,,15.180,,0,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,2018-05-31,9.33000e-02,1.140000e-02,-1.140000e-02,,,,0,,,,0,2.100,,,0,0.01800,,,1,,,,0,2454789.611000,0.006000,-0.006000,0,HJD,CoRoT,,,,
80,CoRoT-24,c,CoRoT-24 c,Transit,2,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,0.000000,,,0,89.000,1.000,-1.600,0,0.08800,0.03500,-0.03500,0,Mass,0.440,0.040,-0.040,0,1.30000,0.50000,-0.40000,0,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,70.00,-70.00,0,,,,,15.180,,0,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,2014-06-11,1.63000e-01,1.970000e-02,-1.970000e-02,,,,,,,,,8.300,2.900,-2.900,0,0.08800,0.03500,-0.03500,0,,,,,2454795.380300,0.026500,-0.026500,0,HJD,CoRoT,,,,
90,CoRoT-7,b,CoRoT-7 b,Transit,2,0.85359000,0.00000000,0.00000000,0,,,,0,0.000000,,,0,80.100,0.300,-0.300,0,0.01000,0.00000,0.00000,0,Mass,0.150,0.010,-0.010,0,,,,0,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.70,4.50,-4.50,0,11.668,0.008,0,V (Johnson),11.524,,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,2018-04-26,,,,,,,0,,,,0,3.100,0.700,-0.700,0,0.01000,0.00000,0.00000,0,,,,0,,,,0,,CoRoT,2.0000,0.2900,-0.2900,0
91,CoRoT-7,c,CoRoT-7 c,Radial Velocity,2,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,0.000000,,,0,80.000,,,0,0.02643,0.00283,-0.00283,0,Mass,,,,,,,,,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.70,4.50,-4.50,0,11.668,0.008,0,V (Johnson),11.524,,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,2015-09-10,2.99000e-01,8.800000e-03,-8.800000e-03,,,,,180.0000,,,0,4.000,0.500,-0.500,0,0.02643,0.00283,-0.00283,0,,,,,2454445.000000,0.700000,-0.700000,0,JD,CoRoT,2.0000,0.2900,-0.2900,0
100,EPIC 220674823,b,EPIC 220674823 b,Transit,2,0.57129200,0.00001200,-0.00001300,0,0.011600,0.001300,-0.001300,0,0.000000,,,0,86.400,2.500,-4.100,0,0.02630,0.00302,-0.00296,0,Mass,0.136,0.014,-0.014,0,13.10000,5.40000,-3.60000,0,0,0,1,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.29,3.03,-3.03,0,12.102,0.212,0,V (Johnson),11.954,,0,5470.00,30.00,-30.00,0,0.94,0.06,-0.06,0,0.87,0.09,-0.09,0,2018-06-21,4.71000e-02,5.310000e-03,-5.310000e-03,,,,0,,,,0,6.670,0.690,-0.690,0,0.02630,0.00302,-0.00296,0,,,,0,2457394.011400,0.001000,-0.001000,0,BJD-TDB,K2,,,,0
101,EPIC 220674823,c,EPIC 220674823 c,Transit,2,13.33970000,0.00091000,-0.00096000,0,0.105000,0.015000,-0.015000,0,0.180000,0.150000,-0.120000,0,89.350,0.430,-0.460,0,0.01825,0.01038,-0.00944,0,Mass,0.223,0.024,-0.023,0,2.00000,1.60000,-1.10000,0,0,0,1,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.29,3.03,-3.03,0,12.102,0.212,0,V (Johnson),11.954,,0,5470.00,30.00,-30.00,0,0.94,0.06,-0.06,0,0.87,0.09,-0.09,0,2018-06-21,4.26000e-01,6.110000e-02,-6.110000e-02,,,,0,178.0000,58.0000,-74.0000,0,1.670,0.990,-0.880,0,0.01825,0.01038,-0.00944,0,,,,0,2457405.731560,0.003300,-0.004400,0,BJD-TDB,K2,,,,0
105,GJ 1132,b,GJ 1132 b,Transit,2,1.62893100,0.00002700,-0.00002700,0,0.015300,0.000500,-0.000500,0,0.220000,,,1,,,,0,0.00522,0.00072,-0.00072,0,Mass,,,,0,6.30000,1.30000,-1.30000,0,0,0,0,2,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,0.24,-0.24,0,13.490,0.030,0,V (Johnson),12.138,,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,2018-06-21,1.27000e+00,4.900000e-02,-4.900000e-02,,,,0,,,,0,2.850,0.340,-0.340,0,0.00522,0.00072,-0.00072,0,0.00522,0.00072,-0.00072,0,,,,0,,Cerro Tololo Inter-American Observatory,,,,0
106,GJ 1132,c,GJ 1132 c,Transit,2,8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,0.270000,,,1,,,,0,0.00831,0.00138,-0.00138,0,Msini,,,,0,,,,0,0,0,0,1,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,0.24,-0.24,0,13.490,0.030,0,V (Johnson),12.138,,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,2018-06-21,3.95000e+00,1.620000e-01,-1.620000e-01,,,,0,,,,0,2.570,0.390,-0.390,0,,,,0,0.00831,0.00138,-0.00138,0,,,,0,,La Silla Observatory,,,,0
107,GJ 1148,b,GJ 1148 b,Radial Velocity,2,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,0.380000,0.010000,-0.012000,0,,,,0,0.30425,0.00444,-0.00321,0,Msini,,,,0,,,,0,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,0.01,-0.01,0,11.920,0.020,0,V (Johnson),10.577,,0,3264.00,,,0,0.35,,,0,0.40,,,0,2017-10-19,1.51000e+01,9.000000e-02,-9.000000e-02,,,,0,258.1000,2.0000,-1.8000,0,38.370,0.590,-0.490,0,,,,0,0.30425,0.00444,-0.00321,0,,,,0,JD,W. M. Keck Observatory,,,,
108,GJ 1148,c,GJ 1148 c,Radial Velocity,2,532.58000000,4.14000000,-2.52000000,0,0.912000,0.005000,-0.002000,0,0.342000,0.050000,-0.062000,0,,,,0,0.21414,0.01545,-0.00689,0,Msini,,,,0,,,,0,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,0.01,-0.01,0,11.920,0.020,0,V (Johnson),10.577,,0,3264.00,,,0,0.35,,,0,0.40,,,0,2017-10-19,8.28000e+01,3.200000e-01,-3.200000e-01,,,,0,210.4000,12.0000,-9.1000,0,11.340,0.790,-0.360,0,,,,0,0.21414,0.01545,-0.00689,0,,,,0,JD,Calar Alto Observatory,,,,
110,GJ 163,b,GJ 163 b,Radial Velocity,3,8.63182000,0.00155000,-0.00155000,0,0.060700,0.000010,-0.000010,0,0.073000,0.050000,-0.050000,0,,,,,0.03335,0.00189,-0.00189,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,0.01,-0.01,0,11.810,0.014,0,V (Johnson),10.677,,0,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,2017-01-26,4.01000e+00,2.000000e-03,-2.000000e-03,2455042.553000,0.010000,-0.010000,0,70.7000,54.6000,-54.6000,0,6.130,0.330,-0.330,0,,,,,0.03335,0.00189,-0.00189,0,,,,,,La Silla Observatory,,,,
111,GJ 163,c,GJ 163 c,Radial Velocity,3,25.63058000,0.02550000,-0.02550000,0,0.125400,0.000100,-0.000100,0,0.099000,0.086000,-0.086000,0,,,,,0.02140,0.00283,-0.00283,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,0.01,-0.01,0,11.810,0.014,0,V (Johnson),10.677,,0,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,2017-01-26,8.29000e+00,8.000000e-03,-8.000000e-03,2455057.700000,4.800000,-4.800000,0,227.0000,79.8700,-79.8700,0,2.750,0.350,-0.350,0,,,,,0.02140,0.00283,-0.00283,0,,,,,,La Silla Observatory,,,,
112,GJ 163,d,GJ 163 d,Radial Velocity,3,603.95116000,7.55862000,-7.55862000,0,1.030400,0.008600,-0.008600,0,0.373000,0.077000,-0.077000,0,,,,,0.09250,0.00912,-0.00912,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,0.01,-0.01,0,11.810,0.014,0,V (Johnson),10.677,,0,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,2017-01-26,6.81000e+01,5.700000e-01,-5.700000e-01,2455275.000000,24.000000,-24.000000,0,118.3000,20.5000,-20.5000,0,4.420,0.510,-0.510,0,,,,,0.09250,0.00912,-0.00912,0,,,,,,La Silla Observatory,,,,
114,GJ 273,b,GJ 273 b,Radial Velocity,2,18.64980000,0.00590000,-0.00520000,0,0.091101,0.000019,-0.000017,0,0.100000,0.090000,-0.070000,0,,,,,0.00909,0.00085,-0.00082,0,Msini,,,,,,,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.80,0.02,-0.02,0,9.872,,0,V (Johnson),,,,3382.00,49.00,-49.00,0,0.29,,,0,0.29,0.03,-0.03,0,2017-03-30,2.40000e+01,1.300000e-01,-1.300000e-01,,,,,,,,,1.610,0.150,-0.150,0,,,,,0.00909,0.00085,-0.00082,0,,,,,,La Silla Observatory,,,,
115,GJ 273,c,GJ 273 c,Radial Velocity,2,4.72340000,0.00040000,-0.00040000,0,0.036467,0.000002,-0.000002,0,0.170000,0.130000,-0.120000,0,,,,,0.00371,0.00050,-0.00050,0,Msini,,,,,,,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.80,0.02,-0.02,0,9.872,,0,V (Johnson),,,,3382.00,49.00,-49.00,0,0.29,,,0,0.29,0.03,-0.03,0,2017-03-30,9.59000e+00,5.100000e-02,-5.100000e-02,,,,,,,,,1.060,0.150,-0.150,0,,,,,0.00371,0.00050,-0.00050,0,,,,,,La Silla Observatory,,,,
117,GJ 3138,b,GJ 3138 b,Radial Velocity,3,1.22003000,0.00006000,-0.00004000,0,0.019700,0.000500,-0.000500,0,0.190000,0.180000,-0.130000,0,,,,,0.00560,0.00107,-0.00104,0,Msini,,,,,,,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,,,,10.980,,0,V (Johnson),,,,3717.00,49.00,-49.00,0,0.68,,,0,0.50,0.03,-0.03,0,2017-03-30,,,,,,,,,,,,1.430,0.270,-0.260,0,,,,,0.00560,0.00107,-0.00104,0,,,,,,La Silla Observatory,,,,
118,GJ 3138,c,GJ 3138 c,Radial Velocity,3,5.97400000,0.00100000,-0.00100000,0,0.057000,0.001000,-0.001000,0,0.110000,0.110000,-0.070000,0,,,,,0.01315,0.00192,-0.00186,0,Msini,,,,,,,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,,,,10.980,,0,V (Johnson),,,,3717.00,49.00,-49.00,0,0.68,,,0,0.50,0.03,-0.03,0,2017-03-30,,,,,,,,,,,,1.930,0.260,-0.260,0,,,,,0.01315,0.00192,-0.00186,0,,,,,,La Silla Observatory,,,,
119,GJ 3138,d,GJ 3138 d,Radial Velocity,3,257.80000000,3.60000000,-3.50000000,0,0.698000,0.018000,-0.019000,0,0.320000,0.200000,-0.210000,0,,,,,0.03304,0.00724,-0.00661,0,Msini,,,,,,,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,,,,10.980,,0,V (Johnson),,,,3717.00,49.00,-49.00,0,0.68,,,0,0.50,0.03,-0.03,0,2017-03-30,,,,,,,,,,,,1.470,0.350,-0.300,0,,,,,0.03304,0.00724,-0.00661,0,,,,,,La Silla Observatory,,,,
122,GJ 3293,b,GJ 3293 b,Radial Velocity,4,30.59870000,0.00830000,-0.00840000,0,0.143390,0.000030,-0.000030,0,0.060000,0.040000,-0.040000,0,,,,,0.07406,0.00277,-0.00280,0,Msini,,,,,,,,,0,0,0,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,0.02,-0.02,0,11.962,,0,V (Johnson),10.979,,0,3466.00,49.00,-49.00,0,0.42,,,0,0.40,0.03,-0.03,0,2017-03-30,7.10000e+00,8.000000e-03,-8.000000e-03,,,,,,,,,8.603,0.320,-0.323,0,,,,,0.07406,0.00277,-0.00280,0,,,,,,La Silla Observatory,,,,
